Summary:
Number of strings read: 4096
Number of strings stored in hash table: 4096
Number of strings in their home addresses: 1086
Number of collisions: 3010
Average number of string comparisons: 538.652832

Index    Key               Home Index    In Home    Comparisons
2286     fdspcs            2280          NO         7          
2287     mntxjd            2287          YES        1          
2288     fqxxic            2287          NO         2          
2289     dhvydk            2288          NO         2          
2290     gchvsi            2290          YES        1          
2291     ujldvl            2291          YES        1          
2292     uxogjn            2292          YES        1          
2293     mrzkkh            2290          NO         4          
2294     hxvdpj            2294          YES        1          
2295     efynwa            2285          NO         11         
2296     vgnbtn            2286          NO         11         
2297     ayvdhq            2291          NO         7          
2298     crljsl            2298          YES        1          
2299     plgnit            2298          NO         2          
2300     fohtin            2285          NO         16         
2301     zrqrne            2301          YES        1          
2302     gcsnze            2302          YES        1          
2303     xnafuq            2302          NO         2          
2304     hnutta            2301          NO         4          
2305     chfkqq            2284          NO         22         
2306     wqfvhl            2291          NO         16         
2307     iqzzla            2307          YES        1          
2308     ckuapi            2242          NO         67         
2309     yxehmr            2309          YES        1          
2310     ygtsas            2310          YES        1          
2311     alrmdx            2311          YES        1          
2312     idthlu            2311          NO         2          
2313     wnfrxf            2313          YES        1          
2314     vuflxh            2314          YES        1          
2315     kkjatv            2315          YES        1          
2316     yvrqki            2316          YES        1          
2317     kbijox            2317          YES        1          
2318     lzinbx            2317          NO         2          
2319     bfjxkr            2319          YES        1          
2320     flmdox            2320          YES        1          
2321     dffjoz            2321          YES        1          
2322     bphivq            2322          YES        1          
2323     monenv            2323          YES        1          
2324     izadrv            2318          NO         7          
2325     vdoxph            2315          NO         11         
2326     ybuveq            2323          NO         4          
2327     jwwsjj            2327          YES        1          
2328     wsiiyh            2313          NO         16         
2329     noztra            2314          NO         16         
2330     dponoq            2330          YES        1          
2331     zlxrwa            2331          YES        1          
2332     dezdkw            2317          NO         16         
2333     xcolmr            2312          NO         22         
2334     yngulo            2324          NO         11         
2335     zwuizc            2335          YES        1          
2336     yfoihn            2258          NO         79         
2337     bnuhhz            2337          YES        1          
2338     shrnmn            2310          NO         29         
2339     wxiooo            2339          YES        1          
2340     jkzkks            2339          NO         2          
2341     eqahyj            2275          NO         67         
2342     dfjowq            2339          NO         4          
2343     cunppp            2343          YES        1          
2344     sorkfy            2343          NO         2          
2345     injcty            2345          YES        1          
2346     zgvnfl            2280          NO         67         
2347     khlpvk            2319          NO         29         
2348     wmdrkx            2348          YES        1          
2349     murrkp            2348          NO         2          
2350     wsqxmj            2349          NO         2          
2351     onektv            2350          NO         2          
2352     zrssok            2352          YES        1          
2353     hwhcks            2275          NO         79         
2354     sliozm            2354          YES        1          
2355     lerbvx            2354          NO         2          
2356     ustgbm            2251          NO         106        
2357     butgpn            2312          NO         46         
2358     gvltfx            2357          NO         2          
2359     fttnku            2359          YES        1          
2360     loosro            2359          NO         2          
2361     flqxrm            2361          YES        1          
2362     odwtsm            2361          NO         2          
2363     uiuqoq            2363          YES        1          
2364     xxoqfv            2363          NO         2          
2365     iwswzb            2362          NO         4          
2366     menxlu            2363          NO         4          
2367     hravly            2361          NO         7          
2368     vimwop            2358          NO         11         
2369     xtgpax            2314          NO         56         
2370     fwujkx            2370          YES        1          
2371     yxahua            2235          NO         137        
2372     khtszh            2357          NO         16         
2373     fnoqot            2358          NO         16         
2374     jwnfsp            2329          NO         46         
2375     hbwxvl            2375          YES        1          
2376     lqeawq            2298          NO         79         
2377     nyqopm            2349          NO         29         
2378     yyugtp            2378          YES        1          
2379     kuuglw            2358          NO         22         
2380     xusfqp            2344          NO         37         
2381     xgzxuh            2381          YES        1          
2382     kssjhq            2304          NO         79         
2383     kiipxf            2292          NO         92         
2384     wvcnjr            2306          NO         79         
2385     fvwirp            2357          NO         29         
2386     loayui            2320          NO         67         
2387     dfydri            2267          NO         121        
2388     lklvlu            2360          NO         29         
2389     apzinz            2389          YES        1          
2390     wpdzsr            2390          YES        1          
2391     bzzwbw            2388          NO         4          
2392     ckrdyz            2392          YES        1          
2393     afrtws            2392          NO         2          
2394     suxwpl            2393          NO         2          
2395     agpiun            2304          NO         92         
2396     qstreo            2318          NO         79         
2397     llmoup            2352          NO         46         
2398     yrqili            2278          NO         121        
2399     fgbcoy            2279          NO         121        
2400     rsluho            2322          NO         79         
2401     fvxyew            2401          YES        1          
2402     rjmgzy            2401          NO         2          
2403     ueqqxp            2382          NO         22         
2404     nexbyx            2389          NO         16         
2405     uljwxd            2327          NO         79         
2406     cyyunr            2406          YES        1          
2407     oynhyu            2406          NO         2          
2408     pjhqvc            2272          NO         137        
2409     lazhsi            2289          NO         121        
2410     qjrxpl            2355          NO         56         
2411     jnghqs            2306          NO         106        
2412     vdjyyr            2409          NO         4          
2413     vwbpoh            2277          NO         137        
2414     kvtoig            2278          NO         137        
2415     ozuxgv            2409          NO         7          
2416     ioqtpy            2416          YES        1          
2417     tziyzl            2417          YES        1          
2418     mwijxz            2418          YES        1          
2419     kvjseu            2328          NO         92         
2420     pkomsw            2384          NO         37         
2421     xqnfyz            2421          YES        1          
2422     nrclzm            2331          NO         92         
2423     lgtsve            2318          NO         106        
2424     gyapvp            2346          NO         79         
2425     rwuspu            2425          YES        1          
2426     xgswxq            2425          NO         2          
2427     afyyqw            2427          YES        1          
2428     wjxebf            2197          NO         232        
2429     ehdyzy            2429          YES        1          
2430     kuzizs            2427          NO         4          
2431     lavodq            2278          NO         154        
2432     xhniww            2387          NO         46         
2433     epvnvb            2297          NO         137        
2434     cwvyng            2343          NO         92         
2435     iodmwh            2282          NO         154        
2436     mqlqsi            2316          NO         121        
2437     ydzofe            2247          NO         191        
2438     magelp            2228          NO         211        
2439     lbufqx            2348          NO         92         
2440     uofzyu            2440          YES        1          
2441     iutyts            2441          YES        1          
2442     edivuq            2351          NO         92         
2443     enqong            2272          NO         172        
2444     lrtvfb            2254          NO         191        
2445     rbkkod            2214          NO         232        
2446     tdnsgx            2341          NO         106        
2447     jyuvhq            2369          NO         79         
2448     vctigt            2295          NO         154        
2449     xaqjqu            2344          NO         106        
2450     nvylww            2450          YES        1          
2451     ccqlog            2241          NO         211        
2452     flyfqb            2242          NO         211        
2453     voxxqv            2453          YES        1          
2454     pmtjat            2283          NO         172        
2455     gmelhl            2224          NO         232        
2456     lyngzg            2320          NO         137        
2457     akrlkr            2304          NO         154        
2458     wnsvfp            2338          NO         121        
2459     slxrkh            2306          NO         154        
2460     nqxvpz            2460          YES        1          
2461     dunjvi            2308          NO         154        
2462     rpxnnm            2342          NO         121        
2463     hcgutr            2343          NO         121        
2464     sbwkxl            2344          NO         121        
2465     bkskiu            2312          NO         154        
2466     xushon            2330          NO         137        
2467     oqqlrr            2362          NO         106        
2468     gzhcyg            2278          NO         191        
2469     mhatpz            2364          NO         106        
2470     hasijh            2217          NO         254        
2471     aejjwa            2218          NO         254        
2472     idivpi            2282          NO         191        
2473     ukrifc            2197          NO         277        
2474     jtbnxo            2338          NO         137        
2475     zesqhw            2355          NO         121        
2476     bmfgye            2245          NO         232        
2477     mpqxyx            2477          YES        1          
2478     kqvsvt            2433          NO         46         
2479     tnsbms            2308          NO         172        
2480     rufdbn            2204          NO         277        
2481     shzbnw            2345          NO         137        
2482     pgqjlv            2329          NO         154        
2483     gkkyds            2312          NO         172        
2484     rokqbz            2331          NO         154        
2485     hvi               655           NO         1831       
2486     xsnion            2315          NO         172        
2487     neimtpmgow        1584          NO         904        
2488     iceueq            2257          NO         232        
2489     wsayu             1709          NO         781        
2490     gxajwr            2337          NO         154        
2491     gfcxaz            2301          NO         191        
2492     dpcosz            2372          NO         121        
2493     saytcy            2357          NO         137        
2494     iqpwbv            2341          NO         154        
2495     vnmybo            2305          NO         191        
2496     jwsjia            2220          NO         277        
2497     cwonwy            2431          NO         67         
2498     advrmj            2288          NO         211        
2499     xab               608           NO         1892       
2500     zcfduj            2247          NO         254        
2501     dngxam            2248          NO         254        
2502     yhzftfhmz         486           NO         2017       
2503     yblrve            2293          NO         211        
2504     vzjci             1601          NO         904        
2505     fpcyfb            2205          NO         301        
2506     gsilub            2253          NO         254        
2507     exjmnp            2317          NO         191        
2508     ypvqek            2298          NO         211        
2509     uhlsmh            2278          NO         232        
2510     isztgohcw         430           NO         2081       
2511     oigix             1650          NO         862        
2512     jqyumc            2302          NO         211        
2513     de                302           NO         2212       
2514     uxichxgfsj        1433          NO         1082       
2515     jprg              1084          NO         1432       
2516     ah                305           NO         2212       
2517     rpnhsa            2241          NO         277        
2518     pazeef            2193          NO         326        
2519     wkyumxbgw         503           NO         2017       
2520     bgybg             1574          NO         947        
2521     ysdubj            2245          NO         277        
2522     ua                311           NO         2212       
2523     lsbha             1533          NO         991        
2524     iednet            2248          NO         277        
2525     rmy               695           NO         1831       
2526     swvgxm            2373          NO         154        
2527     snsvw             1747          NO         781        
2528     bstqt             1708          NO         821        
2529     llykkv            2358          NO         172        
2530     ulhd              1045          NO         1486       
2531     jk                320           NO         2212       
2532     rpbnsw            2361          NO         172        
2533     bekkqo            2280          NO         254        
2534     cucegz            2281          NO         254        
2535     szawjy            2382          NO         154        
2536     tfrebwgvk         391           NO         2146       
2537     gaxhay            2284          NO         254        
2538     etghb             1548          NO         991        
2539     izx               709           NO         1831       
2540     cs                329           NO         2212       
2541     avbro             1638          NO         904        
2542     au                331           NO         2212       
2543     mmvxbeqlg         332           NO         2212       
2544     quf               653           NO         1892       
2545     hkac              1005          NO         1541       
2546     scr               655           NO         1892       
2547     ht                336           NO         2212       
2548     ks                337           NO         2212       
2549     rnycie            2224          NO         326        
2550     wlaav             1604          NO         947        
2551     ragqqkmods        1470          NO         1082       
2552     iwj               661           NO         1892       
2553     uapwjd            2253          NO         301        
2554     qet               663           NO         1892       
2555     fy                344           NO         2212       
2556     qxh               665           NO         1892       
2557     jcdu              1072          NO         1486       
2558     cgzaww            2368          NO         191        
2559     lx                348           NO         2212       
2560     ogcdhvxoq         480           NO         2081       
2561     dbwvlsxiq         545           NO         2017       
2562     bloxatdypi        1527          NO         1036       
2563     xrntye            2353          NO         211        
2564     mz                353           NO         2212       
2565     mzks              1134          NO         1432       
2566     duwxtpjgmx        1663          NO         904        
2567     csoi              1082          NO         1486       
2568     rfblyc            2243          NO         326        
2569     zdb               616           NO         1954       
2570     kinkew            2294          NO         277        
2571     vkfp              1086          NO         1486       
2572     hxgpi             1626          NO         947        
2573     nvbp              1088          NO         1486       
2574     akal              1034          NO         1541       
2575     ltbr              1090          NO         1486       
2576     tmmltp            2345          NO         232        
2577     lonougwkzu        1757          NO         821        
2578     lwliu             1675          NO         904        
2579     gblh              1039          NO         1541       
2580     uabtq             1634          NO         947        
2581     iiwj              1096          NO         1486       
2582     vkwf              1097          NO         1486       
2583     kxooxhbyp         503           NO         2081       
2584     waabqsokv         439           NO         2146       
2585     cddco             1550          NO         1036       
2586     pb                308           NO         2279       
2587     xeh               634           NO         1954       
2588     kjujlotlak        1412          NO         1177       
2589     gh                311           NO         2279       
2590     ddxjp             1644          NO         947        
2591     zsmqqqjqv         575           NO         2017       
2592     lkppwn            2361          NO         232        
2593     xjdw              1108          NO         1486       
2594     lukeuwkptn        1648          NO         947        
2595     kuoarf            2244          NO         352        
2596     gqsugtnffk        1420          NO         1177       
2597     hgvczt            2366          NO         232        
2598     ydqqtt            2388          NO         211        
2599     vjopyi            2346          NO         254        
2600     qcp               647           NO         1954       
2601     rvvg              1116          NO         1486       
2602     mjaja             1521          NO         1082       
2603     vfqgxi            2303          NO         301        
2604     dq                326           NO         2279       
2605     rjap              1065          NO         1541       
2606     qfp               653           NO         1954       
2607     bglynw            2376          NO         232        
2608     abmeyacyz         463           NO         2146       
2609     qtugrqamkk        1433          NO         1177       
2610     uhivw             1707          NO         904        
2611     hvbnewuch         333           NO         2279       
2612     sllxekhazx        1577          NO         1036       
2613     ukicb             1532          NO         1082       
2614     tn                336           NO         2279       
2615     cnutwfpcqj        1487          NO         1129       
2616     jt                338           NO         2279       
2617     nda               601           NO         2017       
2618     kxwgtlbmsj        1490          NO         1129       
2619     xzbw              1134          NO         1486       
2620     wiuxudscnt        1585          NO         1036       
2621     wmwculojxo        1631          NO         991        
2622     rcb               606           NO         2017       
2623     qvrvyopteh        1588          NO         1036       
2624     myismveixm        1589          NO         1036       
2625     hivypqled         347           NO         2279       
2626     pv                348           NO         2279       
2627     egnbbroefi        1249          NO         1379       
2628     qhv               675           NO         1954       
2629     mhjdwukbra        1354          NO         1276       
2630     ekie              1034          NO         1597       
2631     wttb              1091          NO         1541       
2632     py                354           NO         2279       
2633     ketqxmkrsz        1772          NO         862        
2634     yqomav            2309          NO         326        
2635     nawzpsnrm         555           NO         2081       
2636     zykvoxegs         491           NO         2146       
2637     ddk               621           NO         2017       
2638     arqdpj            2260          NO         379        
2639     lpv               686           NO         1954       
2640     xzpia             1605          NO         1036       
2641     zyl               688           NO         1954       
2642     ouwoowgnu         562           NO         2081       
2643     xxzgg             1653          NO         991        
2644     hupykx            2413          NO         232        
2645     uenrn             1655          NO         991        
2646     vywzt             1785          NO         862        
2647     gikiuqfnz         502           NO         2146       
2648     hc                302           NO         2347       
2649     gd                303           NO         2347       
2650     df                304           NO         2347       
2651     ypjp              1111          NO         1541       
2652     nslb              1056          NO         1597       
2653     jflgymhycr        1525          NO         1129       
2654     hf                308           NO         2347       
2655     dcgq              1059          NO         1597       
2656     ndn               640           NO         2017       
2657     otnsdykxcb        1432          NO         1226       
2658     bzy               705           NO         1954       
2659     dfwul             1669          NO         991        
2660     ogqmpz            2384          NO         277        
2661     uc                315           NO         2347       
2662     ijsxwovxjl        1716          NO         947        
2663     dwhzwi            2363          NO         301        
2664     li                318           NO         2347       
2665     epdeo             1584          NO         1082       
2666     que               650           NO         2017       
2667     gxtuaclgpz        1539          NO         1129       
2668     wftmky            2368          NO         301        
2669     jdqk              1073          NO         1597       
2670     mjkbo             1589          NO         1082       
2671     bmmz              1131          NO         1541       
2672     jn                326           NO         2347       
2673     hhdke             1545          NO         1129       
2674     xjtcnrsxfj        1546          NO         1129       
2675     rzlxfhdypz        1685          NO         991        
2676     sqyndzxhn         531           NO         2146       
2677     lehxac            2181          NO         497        
2678     ibhg              1025          NO         1654       
2679     lac               599           NO         2081       
2680     prl               664           NO         2017       
2681     jhu               665           NO         2017       
2682     zxhg              1086          NO         1597       
2683     hzcbmvury         603           NO         2081       
2684     bx                338           NO         2347       
2685     uflongoftu        1557          NO         1129       
2686     jonz              1146          NO         1541       
2687     lju               671           NO         2017       
2688     csvnj             1653          NO         1036       
2689     ayipuu            2389          NO         301        
2690     pfqxq             1700          NO         991        
2691     kwn               675           NO         2017       
2692     kee               612           NO         2081       
2693     vfay              1097          NO         1597       
2694     lzzm              1154          NO         1541       
2695     ialvz             1705          NO         991        
2696     nx                350           NO         2347       
2697     jtuwwwnrvh        1751          NO         947        
2698     vwgyob            2292          NO         407        
2699     ylrj              1103          NO         1597       
2700     zuroxjpru         620           NO         2081       
2701     vlkaj             1573          NO         1129       
2702     ejg               622           NO         2081       
2703     jgrc              1050          NO         1654       
2704     ozo               688           NO         2017       
2705     vzmwrintcq        1577          NO         1129       
2706     wla               626           NO         2081       
2707     dvxmhgqvoz        1717          NO         991        
2708     dwv               692           NO         2017       
2709     yy                363           NO         2347       
2710     bzugr             1675          NO         1036       
2711     ybki              1058          NO         1654       
2712     nhxzcgqrcu        1536          NO         1177       
2713     ejqvdh            2248          NO         466        
2714     hgyil             1633          NO         1082       
2715     jdwifc            2187          NO         529        
2716     ipurpx            2416          NO         301        
2717     mcn               637           NO         2081       
2718     pgbgnypswt        1728          NO         991        
2719     cifdjq            2223          NO         497        
2720     ltvwmm            2369          NO         352        
2721     owxgtvxce         443           NO         2279       
2722     ffvygbygka        1344          NO         1379       
2723     wgjy              1127          NO         1597       
2724     chpowlwmf         446           NO         2279       
2725     mqrq              1129          NO         1597       
2726     nftu              1130          NO         1597       
2727     pd                312           NO         2416       
2728     erstx             1738          NO         991        
2729     ipqknhslb         314           NO         2416       
2730     rzrno             1695          NO         1036       
2731     rixrhagnqd        1353          NO         1379       
2732     xnh               652           NO         2081       
2733     axrhfppsm         455           NO         2279       
2734     plokz             1699          NO         1036       
2735     ctqnew            2329          NO         407        
2736     dfpxmksefq        1461          NO         1276       
2737     lk                322           NO         2416       
2738     szntpnxim         527           NO         2212       
2739     vg                324           NO         2416       
2740     qmfb              1029          NO         1712       
2741     vxvjwwwuty        1961          NO         781        
2742     rslrdbdyj         327           NO         2416       
2743     sav               663           NO         2081       
2744     fiit              1091          NO         1654       
2745     sddgiixlwf        1470          NO         1276       
2746     kpqpav            2311          NO         436        
2747     itn               667           NO         2081       
2748     bfgy              1095          NO         1654       
2749     gwaycz            2343          NO         407        
2750     blupey            2344          NO         407        
2751     dpvi              1098          NO         1654       
2752     oq                337           NO         2416       
2753     kbustfpxo         542           NO         2212       
2754     vxfvb             1626          NO         1129       
2755     thu               675           NO         2081       
2756     up                341           NO         2416       
2757     cfyrtczct         479           NO         2279       
2758     ey                343           NO         2416       
2759     ttwlyxapji        1534          NO         1226       
2760     shiptjbwlq        1535          NO         1226       
2761     hy                346           NO         2416       
2762     us                347           NO         2416       
2763     hbkasw            2298          NO         466        
2764     vtjfp             1636          NO         1129       
2765     rzyp              1169          NO         1597       
2766     wnrl              1113          NO         1654       
2767     flbple            2206          NO         562        
2768     loiimi            2240          NO         529        
2769     ksqn              1116          NO         1654       
2770     jaugxk            2305          NO         466        
2771     lhbyxpznd         493           NO         2279       
2772     ybrvp             1691          NO         1082       
2773     amnfc             1548          NO         1226       
2774     pksb              1063          NO         1712       
2775     mnmf              1064          NO         1712       
2776     tlvsw             1741          NO         1036       
2777     vlojy             1696          NO         1082       
2778     mtw               698           NO         2081       
2779     rpwzg             1698          NO         1082       
2780     vowibf            2219          NO         562        
2781     xpyymjrost        1746          NO         1036       
2782     rkg               637           NO         2146       
2783     ydep              1072          NO         1712       
2784     jtz               704           NO         2081       
2785     ntczdzpik         439           NO         2347       
2786     rva               641           NO         2146       
2787     ydeq              1076          NO         1712       
2788     rem               643           NO         2146       
2789     jppqkgssj         443           NO         2347       
2790     wabuovxaif        1412          NO         1379       
2791     olgo              1080          NO         1712       
2792     ch                307           NO         2486       
2793     wzsrffvmnd        1467          NO         1327       
2794     md                309           NO         2486       
2795     pogetp            2299          NO         497        
2796     erxck             1620          NO         1177       
2797     zvb               652           NO         2146       
2798     mvzela            2237          NO         562        
2799     yenhbwxaw         453           NO         2347       
2800     oxps              1147          NO         1654       
2801     hqvcm             1625          NO         1177       
2802     krrv              1149          NO         1654       
2803     hvovhvnvi         525           NO         2279       
2804     ksrngsmxkz        1723          NO         1082       
2805     izteezbby         390           NO         2416       
2806     axzb              1095          NO         1712       
2807     imq               662           NO         2146       
2808     doytaq            2312          NO         497        
2809     fexyt             1728          NO         1082       
2810     sydkygkfzu        1634          NO         1177       
2811     chitszdupx        1730          NO         1082       
2812     ojcrp             1636          NO         1177       
2813     odpoak            2218          NO         596        
2814     dtunihpmzk        1589          NO         1226       
2815     lcehdnmfxn        1437          NO         1379       
2816     osn               671           NO         2146       
2817     qxbyfl            2289          NO         529        
2818     mp                333           NO         2486       
2819     iyweto            2354          NO         466        
2820     hqhf              1050          NO         1771       
2821     wtqi              1110          NO         1712       
2822     aqdz              1111          NO         1712       
2823     ummxabdqr         338           NO         2486       
2824     hlgnsr            2328          NO         497        
2825     mdommezwb         410           NO         2416       
2826     ucdldda           2826          YES        1          
2827     iywtfb            2266          NO         562        
2828     iqxju             1700          NO         1129       
2829     mhcyug            2301          NO         529        
2830     uagoyyzexy        1840          NO         991        
2831     ksbedaf           2831          YES        1          
2832     st                347           NO         2486       
2833     kibq              1063          NO         1771       
2834     ksszifamkb        1294          NO         1541       
2835     ilklyglzs         557           NO         2279       
2836     vpld              1066          NO         1771       
2837     bpylammnnv        1562          NO         1276       
2838     txyf              1127          NO         1712       
2839     tafqubgdon        1354          NO         1486       
2840     uhgm              1070          NO         1771       
2841     zvnpjwwjmb        1515          NO         1327       
2842     exefqi            2247          NO         596        
2843     ziz               698           NO         2146       
2844     netee             1569          NO         1276       
2845     mill              1075          NO         1771       
2846     zasey             1670          NO         1177       
2847     cgiceff           2847          YES        1          
2848     qdunuqfgs         433           NO         2416       
2849     xz                364           NO         2486       
2850     gph               639           NO         2212       
2851     kqzfno            2323          NO         529        
2852     zioahr            2257          NO         596        
2853     fccedhh           2853          YES        1          
2854     mmkbtwaxxv        1726          NO         1129       
2855     tnnoh             1630          NO         1226       
2856     bzdo              1086          NO         1771       
2857     xfach             1531          NO         1327       
2858     zdja              1028          NO         1831       
2859     sya               648           NO         2212       
2860     cznhlwimw         514           NO         2347       
2861     lfzls             1685          NO         1177       
2862     mhqwe             1637          NO         1226       
2863     zlqiv             1687          NO         1177       
2864     dikihz            2303          NO         562        
2865     bgbhvaa           2865          YES        1          
2866     iikoz             1690          NO         1177       
2867     jlyg              1097          NO         1771       
2868     usgxppveii        1490          NO         1379       
2869     ej                313           NO         2557       
2870     okvbbiykg         314           NO         2557       
2871     kdoxs             1695          NO         1177       
2872     eahdcdn           2872          YES        1          
2873     ojxi              1103          NO         1771       
2874     fl                318           NO         2557       
2875     wljb              1045          NO         1831       
2876     kmgplb            2210          NO         667        
2877     rlp               666           NO         2212       
2878     kzvpolhhfp        1447          NO         1432       
2879     dzl               668           NO         2212       
2880     xiqidfa           2880          YES        1          
2881     ar                325           NO         2557       
2882     rsm               671           NO         2212       
2883     tzh               672           NO         2212       
2884     xxtocfzlo         469           NO         2416       
2885     zmzscuknsm        1610          NO         1276       
2886     sgii              1056          NO         1831       
2887     mo                331           NO         2557       
2888     imv               677           NO         2212       
2889     wtm               678           NO         2212       
2890     cuimix            2329          NO         562        
2891     rroewtimh         406           NO         2486       
2892     dv                336           NO         2557       
2893     egicdfm           2893          YES        1          
2894     uhvaqaa           2893          NO         2          
2895     sfdffih           2895          YES        1          
2896     ajrty             1720          NO         1177       
2897     cdwbaokfqa        1244          NO         1654       
2898     flifdqa           2898          YES        1          
2899     ofimogxzh         484           NO         2416       
2900     vtstzkxoau        1675          NO         1226       
2901     fuvurvwpgr        1725          NO         1177       
2902     dgfabdt           2902          YES        1          
2903     urkxzolyu         692           NO         2212       
2904     uge               626           NO         2279       
2905     lcadyv            2310          NO         596        
2906     ephcc             1528          NO         1379       
2907     kod               629           NO         2279       
2908     ctpekbf           2908          YES        1          
2909     csqdg             1583          NO         1327       
2910     cgmp              1080          NO         1831       
2911     lfk               633           NO         2279       
2912     okfrbdi           2912          YES        1          
2913     timokbc           2913          YES        1          
2914     famhqah           2914          YES        1          
2915     jbcbstpaxb        1375          NO         1541       
2916     wcsyvr            2420          NO         497        
2917     vcdio             1591          NO         1327       
2918     gedqpce           2918          YES        1          
2919     nfjcued           2919          YES        1          
2920     uimm              1090          NO         1831       
2921     whedbvc           2921          YES        1          
2922     jqhrhbf           2922          YES        1          
2923     fxijtdmexr        1545          NO         1379       
2924     jhkgfne           2924          YES        1          
2925     jedluec           2924          NO         2          
2926     jrrnkw            2365          NO         562        
2927     xvuxcphpd         371           NO         2557       
2928     jfkppmznv         582           NO         2347       
2929     gjal              1038          NO         1892       
2930     tcxilijis         374           NO         2557       
2931     jswgd             1605          NO         1327       
2932     hjidpei           2932          YES        1          
2933     mivbjal           2933          YES        1          
2934     udcdigo           2934          YES        1          
2935     yahzpz            2407          NO         529        
2936     khvldkc           2936          YES        1          
2937     dnvcamh           2937          YES        1          
2938     zjgcfmi           2938          YES        1          
2939     yihbonb           2936          NO         4          
2940     kkgheub           2939          NO         2          
2941     mnddcpj           2938          NO         4          
2942     wbjdnhi           2942          YES        1          
2943     bwmaxfa           2942          NO         2          
2944     hgnpaco           2944          YES        1          
2945     ljqfwad           2944          NO         2          
2946     ywehbjj           2946          YES        1          
2947     kjiadlo           2947          YES        1          
2948     vjgqclf           2948          YES        1          
2949     vtckfkg           2948          NO         2          
2950     emjoejh           2950          YES        1          
2951     xndkbim           2951          YES        1          
2952     xozgafi           2952          YES        1          
2953     efyaojd           2947          NO         7          
2954     omwycae           2954          YES        1          
2955     dtiogld           2954          NO         2          
2956     nsvl              1126          NO         1831       
2957     xkaclmj           2957          YES        1          
2958     wnbpoch           2958          YES        1          
2959     cqhuoec           2959          YES        1          
2960     dkqlgmd           2954          NO         7          
2961     xzbg              1070          NO         1892       
2962     xbd               616           NO         2347       
2963     cvgzraa           2963          YES        1          
2964     ucxhagn           2964          YES        1          
2965     dwsbbph           2965          YES        1          
2966     fhujabs           2963          NO         4          
2967     vzhjmdf           2957          NO         11         
2968     icifvan           2968          YES        1          
2969     unencpe           2954          NO         16         
2970     qgqkihe           2942          NO         29         
2971     byhindk           2971          YES        1          
2972     dvsjwk            2342          NO         631        
2973     ctwepdg           2973          YES        1          
2974     wygxkbd           2973          NO         2          
2975     vhneqr            2309          NO         667        
2976     oqrjdhk           2976          YES        1          
2977     mnbdqfo           2977          YES        1          
2978     slkvpcd           2978          YES        1          
2979     oshlqdh           2978          NO         2          
2980     mplrtcc           2980          YES        1          
2981     vbcsalo           2981          YES        1          
2982     pafajgw           2981          NO         2          
2983     fospaua           2983          YES        1          
2984     tpdpcho           2984          YES        1          
2985     kewicer           2985          YES        1          
2986     gciayki           2986          YES        1          
2987     awwqahh           2981          NO         7          
2988     wrgralh           2973          NO         16         
2989     fyvbfsc           2983          NO         7          
